mz,RT,intensity,intensity_cor,species
1277.6,29.48,20189,20189,1
1288.5,11.57,20111,20111,1
731.7,21.8,19534,19534,1
1158.8,4.57,18319,18319,1
1106.7,13.03,18028,18028,1
1405.3,4.68,17167,17167,1
1281.6,10,16657,16657,1
724,22.67,16330,16330,1
1245.1,29.88,16252,16252,1
1272.2,12.78,16130,16130,1
1271.7,15.1,16087,16087,1
1382.4,16.39,16065,16065,1
812.9,21.39,15996,15996,1
236.6,8.7,15797,15797,1
648.8,6.02,15456,15456,1
691.2,13.6,15156,15156,1
776,21.77,15018,15018,1
1392,3.25,14857,14857,1
1320.8,13.52,14849,14849,1
497.3,10.42,14743,14743,1
810.5,6.51,14679,14679,1
724.6,21.5,14423,14423,1
665.8,22.08,14392,14392,1
442.3,12.45,14315,14315,1
667.9,17.25,14155,14155,1
560.7,3.75,13962,13962,1
738.5,22.13,13652,13652,1
1096.6,17.47,13426,13426,1
433.8,13.29,13257,13257,1
650.6,16.4,12973,12973,1
601,12.26,12923,12923,1
523.3,10.98,12674,12674,1
468.8,8.84,12635,12635,1
1363.3,15.04,12285,12285,1
1096,4.06,12187,12187,1
290.6,7.7,12137,12137,1
215.7,4.37,12133,12133,1
758,15.39,12047,12047,1
429.3,6.8,12039,12039,1
1438.6,7.79,11965,11965,1
526.3,5.65,11928,11928,1
1364.3,5.3,11904,11904,1
1292.2,5.48,11887,11887,1
832.6,15.05,11839,11839,1
663.8,5.79,11778,11778,1
416.1,8.6,11703,11703,1
740.2,21.19,11674,11674,1
243.8,8.11,11662,11662,1
984.1,5.91,11660,11660,1
1324.1,12.89,11618,11618,1
1364.9,15.19,11531,11531,1
1248.7,4.7,11471,11471,1
597,8.54,11429,11429,1
1223.9,7.66,11380,11380,1
941,11.18,11349,11349,1
358.1,5.97,11315,11315,1
514.3,29.8,11314,11314,1
967.8,5.75,11239,11239,1
1497.5,12.26,11178,11178,1
594,20.3,11131,11131,1
933.2,5.9,11131,11131,1
1156.1,7.64,11091,11091,1
262.5,11.45,11008,11008,1
509.8,4.58,10900,10900,1
648.8,9.42,10816,10816,1
834,22.43,10730,10730,1
752.8,23.05,10625,10625,1
411.2,4.8,10603,10603,1
833.7,22.34,10601,10601,1
1244.3,14.16,10597,10597,1
226.3,5.62,10526,10526,1
878.8,21.31,10517,10517,1
835.9,16.36,10513,10513,1
1187.9,15.89,10477,10477,1
856.7,21.36,10465,10465,1
782.8,22.05,10431,10431,1
1237.4,6.06,10384,10384,1
943.1,5.32,10329,10329,1
753.5,21.82,10243,10243,1
978.7,29.84,10215,10215,1
1250.2,10.9,10197,10197,1
850,21.03,10186,10186,1
870.9,21.97,10141,10141,1
888.6,21.04,10141,10141,1
886.8,7.3,10129,10129,1
1422.7,29.83,10020,10020,1
608.1,16.34,10011,10011,1
601.3,7.04,65811,65811,0
562,11.63,30492,30492,0
607.3,6.5,25299,25299,0
1037.7,18.43,25077,25077,0
283,14.64,21820,21820,0
391.9,29.66,21338,21338,0
585.3,6.57,18684,18684,0
637.5,15.35,18517,18517,0
1361.5,3.53,18266,18266,0
310.3,14.57,18057,18057,0
846.2,29.63,17322,17322,0
500.4,3.36,17116,17116,0
902.4,3.75,15716,15716,0
495.5,4.53,15706,15706,0
1409.3,9.32,15668,15668,0
442.3,4.64,15528,15528,0
249.2,3.68,15485,15485,0
391.8,29.69,15054,15054,0
397.1,4.65,14965,14965,0
251.6,16.29,14894,14894,0
815.3,4.65,14858,14858,0
1143.3,6.32,14491,14491,0
1173.6,12.6,14356,14356,0
1051.7,6.71,14296,14296,0
912.8,29.88,14250,14250,0
801.2,3.48,14098,14098,0
250.4,6.73,13998,13998,0
324.9,12.91,13941,13941,0
1274.3,8.27,13775,13775,0
724,22.64,13732,13732,0
585.4,6.5,13479,13479,0
529.5,17.29,13418,13418,0
1021,13.01,13188,13188,0
924.4,12.81,12968,12968,0
592.6,3.68,12928,12928,0
863.8,21.71,12917,12917,0
603.5,3.95,12802,12802,0
557.5,19.87,12741,12741,0
1305.9,12.14,12575,12575,0
623.3,12.42,12550,12550,0
1304.8,18.15,12496,12496,0
397,4.59,12487,12487,0
339.8,7.16,12325,12325,0
274.7,10.4,12212,12212,0
505,8,12165,12165,0
747.3,21.5,11963,11963,0
1114.8,7.27,11812,11812,0
687.8,21.92,11694,11694,0
1485.4,10.83,11688,11688,0
699.3,9.55,11482,11482,0
614.9,8.82,11473,11473,0
455.3,6.23,11401,11401,0
1027.6,29.47,11401,11401,0
759.7,29.96,11399,11399,0
1481.4,16.13,11387,11387,0
1436.3,5.63,11325,11325,0
311.5,29.43,11310,11310,0
400.1,18.59,11301,11301,0
442.1,4.7,11264,11264,0
419.1,4.59,11240,11240,0
1123,4.26,11149,11149,0
1352,6.54,11057,11057,0
752.5,15.69,11041,11041,0
888.6,21.04,11011,11011,0
849.7,21.05,10909,10909,0
482.2,15.39,10819,10819,0
1374.3,11.25,10787,10787,0
715.4,20.28,10707,10707,0
737.5,6.6,10690,10690,0
767,5.29,10668,10668,0
607.8,4.3,10651,10651,0
916.8,13.71,10553,10553,0
815.4,4.7,10538,10538,0
430.8,4.15,10491,10491,0
411.2,4.74,10468,10468,0
463.8,4.31,10295,10295,0
376.3,9.45,10279,10279,0
850,21.08,10108,10108,0
249.2,15.09,10092,10092,0
1260.6,14.28,10075,10075,0
1335,9.3,10062,10062,0
783.8,11.78,10041,10041,0
1019.3,6.79,10036,10036,0
387.6,11.13,10005,10005,0
594.3,3.04,188222,33611.07143,0
754.5,9.45,184593,32963.03571,0
480.3,5.01,184068,32869.28571,0
480.4,4.96,106635,19041.96429,0
754.4,7.36,87356,15599.28571,0
755.5,9.5,86547,15454.82143,0
785.5,19.59,77615,13859.82143,0
631.3,9.77,77580,13853.57143,0
747.3,8.44,70416,12574.28571,0
669.4,7.07,69841,12471.60714,0
756.5,8.74,66086,11801.07143,0
906.6,19.64,63874,11406.07143,0
892.7,19.31,63346,11311.78571,0
249.1,5.54,62734,11202.5,0
249.1,4.39,62521,11164.46429,0
601.8,19.84,62415,11145.53571,0
657.5,19.98,61441,10971.60714,0
1225.4,9.96,60423,10789.82143,0
756.3,8.74,60025,10718.75,0
533.5,21.96,59012,10537.85714,0
482.4,18.52,58679,10478.39286,0
266.2,3.05,58429,10433.75,0
386.2,3.41,176467,31511.96429,1
388.1,4.98,106644,19043.57143,1
550.6,19.6,83073,14834.46429,1
1159.4,20.05,78706,14054.64286,1
862.6,19.63,75398,13463.92857,1
579.8,19.86,74693,13338.03571,1
543.5,19.32,74690,13337.5,1
601.7,19.83,74620,13325,1
521.5,19.33,68323,12200.53571,1
848.6,19.35,67445,12043.75,1
535.6,19.86,67381,12032.32143,1
506.6,19.61,66247,11829.82143,1
672.5,19.28,63934,11416.78571,1
564.7,20.13,63160,11278.57143,1
542.6,20.1,62068,11083.57143,1
238.1,6.86,58437,10435.17857,1
630.7,20.06,58381,10425.17857,1
514.5,18.97,58343,10418.39286,1
846.7,20.2,58200,10392.85714,1
535.8,19.91,57186,10211.78571,1
758.5,20.27,56773,10138.03571,1
890.6,20.17,56684,10122.14286,1
255.3,18.19,31270,12508,0
425.3,6,47213,18885.2,10
652.3,3.03,46769,18707.6,10
475.3,3.7,45161,18064.4,10
533.6,20.95,42998,17199.2,10
459.3,6.55,42162,16864.8,10
877.5,9.56,40715,16286,10
649.3,8.05,29790,11916,10
628.4,8.03,28069,11227.6,10
681.3,7.62,27347,10938.8,10
752.4,7.91,26456,10582.4,10
1443.3,4.32,57730,23092,2
1045.9,29.13,27394,10957.6,2
1168.8,5.39,31634,12653.6,9
868.3,29.65,27474,10989.6,9
1022.3,14.15,26672,10668.8,9
282.2,3.61,55639,11127.8,1
887.5,9.58,246329,49265.8,1
523.3,7.42,165386,33077.2,1
1148.8,20.5,158014,31602.8,1
588.4,6.6,150482,30096.4,1
560.3,4.98,147624,29524.8,1
660.5,7.6,140750,28150,1
425.4,6.1,129701,25940.2,1
1126.8,20.48,126087,25217.4,1
888.5,9.66,124047,24809.4,1
1149.8,20.53,100945,20189,1
575.4,4.02,95332,19066.4,1
475.4,3.68,85214,17042.8,1
1127.8,20.48,82011,16402.2,1
986.7,10.17,71980,14396,1
524.3,7.44,67854,13570.8,1
1047.6,9.12,64800,12960,1
610.3,25.7,60506,12101.2,1
742.5,7.18,60477,12095.4,1
724.5,8.48,59577,11915.4,1
575.3,4.5,59375,11875,1
572.5,9.04,58975,11795,1
877.7,7.33,58907,11781.4,1
1171.9,20.48,57359,11471.8,1
588.5,6.82,54448,10889.6,1
602.3,10.01,52010,10402,1
417.3,5.67,51275,10255,1
986.5,10.06,671369,119887.3214,4
986.5,10.06,671369,119887.3214,4
887.4,9.5,481587,85997.67857,4
987.5,10.09,341686,61015.35714,4
696.3,3.03,333717,59592.32143,4
889.3,9.88,311858,55688.92857,4
888.4,9.55,233003,41607.67857,4
1008.5,10.18,203255,36295.53571,4
1008.5,10.24,189229,33790.89286,4
724.3,8.45,182049,32508.75,4
877.5,7.23,154627,27611.96429,4
674.3,3.24,137634,24577.5,4
1094.2,12.3,130258,23260.35714,4
988.5,10.1,122878,21942.5,4
1009.5,10.13,121334,21666.78571,4
425.3,6,103903,18554.10714,4
1009.4,10.24,103267,18440.53571,4
475.2,3.58,100532,17952.14286,4
572.3,8.96,90443,16150.53571,4
697.3,3,89926,16058.21429,4
523.3,7.4,84503,15089.82143,4
550.7,19.59,80516,14377.85714,4
492.3,7.45,77363,13814.82143,4
909.4,9.63,76132,13595,4
909.3,9.62,74238,13256.78571,4
602.3,10.03,74166,13243.92857,4
1140.6,5.8,73333,13095.17857,4
602.5,9.98,72616,12967.14286,4
575.3,3.89,69429,12398.03571,4
543.5,19.34,69403,12393.39286,4
588.3,6.5,69403,12393.39286,4
730.5,19.62,68445,12222.32143,4
521.7,19.32,68042,12150.35714,4
557.8,19.85,67565,12065.17857,4
757.5,8.24,66497,11874.46429,4
797.3,8.63,64838,11578.21429,4
677.3,7.43,64805,11572.32143,4
725.4,8.4,64307,11483.39286,4
565.7,19.32,63330,11308.92857,4
746.5,8.44,62923,11236.25,4
586.6,20.08,62207,11108.39286,4
920.5,19.89,60390,10783.92857,4
697.5,3.31,59383,10604.10714,4
878.5,7.19,59365,10600.89286,4
792.3,9.3,59215,10574.10714,4
657.3,6.6,59099,10553.39286,4
693.7,22.13,58286,10408.21429,4
674.4,3.59,57013,10180.89286,4
747.3,8.42,57005,10179.46429,4
599.5,19.67,56287,10051.25,4
887.4,9.53,764682,136550.3571,0
986.5,10.11,743134,132702.5,0
987.5,10.16,375842,67114.64286,0
888.5,9.58,348457,62224.46429,0
1008.5,10.11,234245,41829.46429,0
724.3,8.44,213316,38092.14286,0
877.5,7.22,151177,26995.89286,0
674.3,3.22,145960,26064.28571,0
524.5,7.02,138143,24668.39286,0
1009.5,10.14,134664,24047.14286,0
425.3,5.93,133987,23926.25,0
693.7,22.18,130508,23305,0
988.5,10.16,120770,21566.07143,0
1009.4,10.23,118156,21099.28571,0
524.3,7.07,116434,20791.78571,0
909.4,9.57,114676,20477.85714,0
475.3,3.59,113431,20255.53571,0
791.7,21.96,101933,18202.32143,0
677.3,7.45,93228,16647.85714,0
677.4,7.53,85761,15314.46429,0
725.4,8.46,82923,14807.67857,0
492.3,7.5,81992,14641.42857,0
697.3,3.05,80074,14298.92857,0
417.1,5.5,79054,14116.78571,0
602.3,9.97,77604,13857.85714,0
878.5,7.23,77437,13828.03571,0
601.7,19.84,77402,13821.78571,0
572.4,9.03,76555,13670.53571,0
1140.5,5.85,76144,13597.14286,0
694.8,22.29,74220,13253.57143,0
523.3,7.37,73902,13196.78571,0
575.3,3.94,73252,13080.71429,0
888.6,21.07,71880,12835.71429,0
757.6,8.23,71159,12706.96429,0
588.3,6.49,67833,12113.03571,0
586.7,20.08,67734,12095.35714,0
724.3,9,67491,12051.96429,0
674.4,3.44,67260,12010.71429,0
513.6,19.88,66514,11877.5,0
1104,12.43,66366,11851.07143,0
694.7,22.2,66148,11812.14286,0
475.1,3.68,66146,11811.78571,0
657.3,6.56,66021,11789.46429,0
818.5,19.66,65688,11730,0
862.6,19.63,65627,11719.10714,0
888.7,21.07,65383,11675.53571,0
848.8,19.31,65159,11635.53571,0
746.5,8.45,64282,11478.92857,0
492.3,7.64,63344,11311.42857,0
920.6,19.91,63091,11266.25,0
1008.3,10.5,62633,11184.46429,0
1306.9,12.6,62367,11136.96429,0
962.5,7.15,61051,10901.96429,0
894.5,8.99,60615,10824.10714,0
760.5,19.32,60587,10819.10714,0
546.3,4.9,59072,10548.57143,0
890.5,20.17,57730,10308.92857,0
681.7,21,57648,10294.28571,0
594.6,19.63,57096,10195.71429,0
846.5,20.16,56476,10085,0
758.5,20.25,56465,10083.03571,0
630.7,20.06,56405,10072.32143,0
831.5,20.79,56047,10008.39286,0
887.4,9.58,998637,178328.0357,0
986.5,10.16,591820,105682.1429,0
888.4,9.6,473446,84543.92857,0
888.5,9.59,407441,72757.32143,0
1100.4,9.15,396110,70733.92857,0
888.5,9.7,390513,69734.46429,0
987.5,10.13,290682,51907.5,0
425.3,6.03,246350,43991.07143,0
877.5,7.23,238381,42568.03571,0
475.2,3.58,227325,40593.75,0
1008.4,10.11,166541,29739.46429,0
492.3,7.5,163251,29151.96429,0
1305.9,12.65,131440,23471.42857,0
417.2,5.52,129427,23111.96429,0
572.3,8.96,126539,22596.25,0
909.4,9.69,112626,20111.78571,0
878.5,7.21,111482,19907.5,0
560.3,4.85,111413,19895.17857,0
524.3,7.09,106251,18973.39286,0
988.5,10.19,102803,18357.67857,0
438.6,7.31,98026,17504.64286,0
523.3,7.35,97516,17413.57143,0
1009.5,10.15,91622,16361.07143,0
575.3,4.16,89836,16042.14286,0
588.3,6.54,85335,15238.39286,0
1317.1,12.49,83333,14880.89286,0
826.3,11.26,83026,14826.07143,0
677.4,7.5,82199,14678.39286,0
696.5,3.5,79966,14279.64286,0
523.4,7.49,77897,13910.17857,0
1307,12.64,77340,13810.71429,0
1066.2,11.93,70139,12524.82143,0
1027.5,9.09,69954,12491.78571,0
438.5,7.34,68799,12285.53571,0
1140.6,5.83,68662,12261.07143,0
742.3,7.11,68132,12166.42857,0
1124.4,10.45,68042,12150.35714,0
601.5,19.82,66884,11943.57143,0
1375.6,9.37,64918,11592.5,0
987.5,10.48,63425,11325.89286,0
573.3,3.16,63209,11287.32143,0
1009.4,10.33,62914,11234.64286,0
892.5,19.32,61899,11053.39286,0
605.3,4.02,60951,10884.10714,0
568.6,7.49,60511,10805.53571,0
909.3,9.82,59731,10666.25,0
681.1,6.4,59152,10562.85714,0
1327.9,12.55,59077,10549.46429,0
906.7,19.66,58790,10498.21429,0
642.5,19.65,58780,10496.42857,0
426.3,6,58694,10481.07143,0
550.7,19.63,58561,10457.32143,0
742.3,7.3,57669,10298.03571,0
818.6,19.63,56579,10103.39286,0
521.6,19.31,56410,10073.21429,0
586.8,20.09,56369,10065.89286,0
887.5,9.61,327521,65504.2,3
986.7,10.16,280697,56139.4,3
696.4,3.06,193384,38676.8,3
674.3,3.01,184591,36918.2,3
674.4,3.02,176567,35313.4,3
724.5,8.55,174499,34899.8,3
888.5,9.65,163839,32767.8,3
987.7,10.18,161632,32326.4,3
475.3,3.7,159537,31907.4,3
677.4,7.53,147676,29535.2,3
1008.6,10.19,105132,21026.4,3
674.4,3.18,99905,19981,3
417.3,5.66,94816,18963.2,3
725.5,8.47,93223,18644.6,3
575.4,4.07,88243,17648.6,3
724.5,9.02,74781,14956.2,3
696.5,3.31,71665,14333,3
492.3,7.59,66390,13278,3
1306.2,12.55,65588,13117.6,3
1009.6,10.23,65479,13095.8,3
678.4,7.51,63313,12662.6,3
696.4,3.4,62504,12500.8,3
553.5,7.18,57196,11439.2,3
746.5,8.5,56651,11330.2,3
635.4,6.45,56068,11213.6,3
588.3,6.62,56033,11206.6,3
657.4,6.48,55668,11133.6,3
546.3,5.08,55110,11022,3
909.5,9.63,55046,11009.2,3
568.3,4.95,54868,10973.6,3
523.3,7.43,53675,10735,3
690.5,5.76,50255,10051,3
986.5,8.8,325199,51618.88889,4
887.5,8.42,291812,46319.36508,4
987.5,8.8,197731,31385.87302,4
888.5,8.36,154547,24531.26984,4
1104.7,10.42,121250,19246.03175,4
1008.5,8.88,116501,18492.22222,4
492.3,6.81,115569,18344.28571,4
588.3,5.92,113799,18063.33333,4
724.5,7.48,101365,16089.68254,4
677.4,6.74,99057,15723.33333,4
425.3,5.15,90719,14399.84127,4
524.3,6.37,89699,14237.93651,4
1055,9.98,85348,13547.30159,4
877.6,6.58,81149,12880.79365,4
1055.2,9.93,79019,12542.69841,4
610.3,25.41,77232,12259.04762,4
294.3,5.1,74919,11891.90476,4
1009.5,8.81,70697,11221.74603,4
1104.8,10.44,70114,11129.20635,4
577.3,15.75,64576,10250.15873,4
568.3,3.43,63678,10107.61905,4
887.5,8.47,193462,30708.25397,2
523.3,6.7,169760,26946.03175,2
588.3,5.84,126398,20063.1746,2
649.4,7.31,92914,14748.25397,2
926.5,7.39,92727,14718.57143,2
909.5,8.42,90984,14441.90476,2
888.5,8.48,88907,14112.22222,2
594.3,8.09,75049,11912.53968,2
948.5,7.4,69638,11053.65079,2
582.3,3.41,69009,10953.80952,2
425.3,5.06,66891,10617.61905,2
368.4,19.87,63844,10133.96825,2
572.4,7.9,515932,81893.96825,6
489.3,4.71,280632,44544.7619,6
877.7,6.44,205495,32618.25397,6
1103.8,8.39,188737,29958.25397,6
573.4,7.9,164554,26119.68254,6
1044,9.91,140081,22235.07937,6
990.7,9.59,139140,22085.71429,6
968.6,9.55,125624,19940.31746,6
657.3,5.58,119308,18937.77778,6
1044.2,9.88,112723,17892.53968,6
1101.6,11.25,103512,16430.47619,6
1143.7,7.96,96168,15264.7619,6
560.3,3.47,91889,14585.55556,6
878.6,6.44,90982,14441.5873,6
554.5,8.43,90223,14321.11111,6
438.5,6.47,84274,13376.8254,6
1104.7,8.42,81829,12988.73016,6
609.5,7.79,79571,12630.31746,6
411.2,3.59,77696,12332.69841,6
1222.8,8.51,77386,12283.49206,6
635.3,5.63,77378,12282.22222,6
490.3,4.71,74010,11747.61905,6
991.5,9.55,73265,11629.36508,6
1222.9,8.58,69767,11074.12698,6
742.5,6.33,65584,10410.15873,6
1144.7,7.91,64854,10294.28571,6
568.3,6.75,64158,10183.80952,6
1102.7,11.26,63969,10153.80952,6
1094.3,12.35,71994,28797.6,7
425.3,5.95,41072,16428.8,7
1115.9,12.43,40370,16148,7
1094.2,12.42,36530,14612,7
1104.8,12.39,35937,14374.8,7
572.4,8.98,35188,14075.2,7
674.3,3.44,33596,13438.4,7
475.3,3.53,30203,12081.2,7
310.3,3.74,29945,11978,7
617.3,7.37,29148,11659.2,7
660.3,7.55,28557,11422.8,7
883.5,7.28,28258,11303.2,7
693.5,9.85,25961,10384.4,7
525.3,7.02,25717,10286.8,7
525.3,3.65,25634,10253.6,7
986.7,10.17,238385,47677,4
674.4,3.02,146325,29265,4
987.6,10.18,129931,25986.2,4
425.4,5.99,114687,22937.4,4
475.3,3.59,98573,19714.6,4
1008.6,10.13,91554,18310.8,4
588.3,6.6,90126,18025.2,4
724.5,8.5,82849,16569.8,4
523.3,7.41,80046,16009.2,4
524.5,7.09,79848,15969.6,4
877.7,7.27,75537,15107.4,4
575.5,3.83,60996,12199.2,4
417.3,5.51,56797,11359.4,4
909.5,9.7,55485,11097,4
1009.6,10.14,54081,10816.2,4
674.3,3.31,51517,10303.4,4
610.3,25.69,51225,10245,4
677.4,7.53,50684,10136.8,4
588.3,6.53,364133,65023.75,0
594.3,3.01,288451,51509.10714,0
346.1,12.78,218644,39043.57143,0
737.3,3.53,126405,22572.32143,0
480.3,5.07,108732,19416.42857,0
589.3,6.57,99298,17731.78571,0
480.3,5.15,94597,16892.32143,0
756.4,6.93,93557,16706.60714,0
779.7,21.1,88253,15759.46429,0
814.4,5.88,83054,14831.07143,0
737.4,3.46,80525,14379.46429,0
836.3,5.59,78319,13985.53571,0
836.4,5.56,77260,13796.42857,0
710.3,7.16,74389,13283.75,0
830.3,5.51,72900,13017.85714,0
777.3,7,72579,12960.53571,0
756.4,8.44,69087,12336.96429,0
756.4,8.44,69087,12336.96429,0
665.7,21.36,68101,12160.89286,0
543.5,19.34,67621,12075.17857,0
830.3,6.39,66722,11914.64286,0
568.3,7.47,64293,11480.89286,0
550.7,19.62,63912,11412.85714,0
572.7,19.62,61329,10951.60714,0
355.4,19.14,60410,10787.5,0
482.4,18.62,58369,10423.03571,0
482.4,18.62,58369,10423.03571,0
788.6,19.95,57750,10312.5,0
651.7,21.02,57636,10292.14286,0
579.7,19.88,57017,10181.60714,0
760.5,19.37,56931,10166.25,0
888.5,21.05,78833,14077.32143,6
906.5,19.65,57550,10276.78571,6
543.3,19.36,56335,10059.82143,6
586.6,20.07,56229,10040.89286,6
758.5,20.23,56101,10018.03571,6
1148.8,20.53,149899,29979.8,4
708.5,6.26,119434,23886.8,4
1126.8,20.48,103615,20723,4
1149.8,20.47,89354,17870.8,4
959.6,6.66,82529,16505.8,4
841.5,8.01,80127,16025.4,4
551.3,3.1,78135,15627,4
674.3,3.03,67113,13422.6,4
605.4,3.96,62869,12573.8,4
674.5,3.05,61048,12209.6,4
1127.8,20.49,60850,12170,4
536.3,5.4,60453,12090.6,4
568.4,7.5,58946,11789.2,4
789.5,6.45,57584,11516.8,4
724.5,8.47,56347,11269.4,4
1171.9,20.47,54362,10872.4,4
655.4,4.55,54168,10833.6,4
657.4,6.43,52343,10468.6,4
937.7,6.65,51617,10323.4,4
830.5,20.78,107565,19208.03571,0
568.3,7.48,87876,15692.14286,0
599.5,19.72,68585,12247.32143,0
744.5,19.95,67389,12033.75,0
906.7,19.67,66900,11946.42857,0
862.5,19.65,66360,11850,0
791.7,22.04,64647,11544.10714,0
590.3,7.54,63647,11365.53571,0
694.7,22.33,63559,11349.82143,0
788.6,19.93,62566,11172.5,0
774.5,19.69,59294,10588.21429,0
848.6,19.35,56908,10162.14286,0
686.5,19.68,56541,10096.60714,0
730.5,19.67,56025,10004.46429,0
614.3,3.75,128239,51295.6,0
887.5,9.58,100046,40018.4,0
561.4,3.74,82065,32826,0
724.5,8.38,61273,24509.2,0
888.5,9.6,57054,22821.6,0
615.3,3.83,54503,21801.2,0
560.3,4.84,52449,20979.6,0
523.3,7.32,51054,20421.6,0
294.3,5.53,50632,20252.8,0
660.3,7.54,49759,19903.6,0
572.5,8.97,42847,17138.8,0
986.5,10.13,40401,16160.4,0
610.3,25.68,39787,15914.8,0
660.5,7.56,39348,15739.2,0
444.2,8.32,38729,15491.6,0
674.5,3.05,37995,15198,0
674.3,3.01,36913,14765.2,0
283.3,19.47,34562,13824.8,0
294.4,14.15,33147,13258.8,0
575.5,5.35,32757,13102.8,0
708.6,26.46,32064,12825.6,0
294.3,9.26,30774,12309.6,0
1115.8,12.41,30232,12092.8,0
693.5,9.75,29014,11605.6,0
725.5,8.4,28834,11533.6,0
628.4,5.41,28258,11303.2,0
421.4,16.7,27996,11198.4,0
987.5,10.12,27523,11009.2,0
607.3,3.31,26961,10784.4,0
562.4,3.74,26780,10712,0
746.5,8.4,26070,10428,0
480.3,4.94,25900,10360,0
909.5,9.6,25577,10230.8,0
294.3,9.88,25458,10183.2,0
657.4,6.56,25202,10080.8,0
547.3,3.58,25085,10034,0
986.5,8.94,359060,56993.65079,1
987.5,8.88,183829,29179.20635,1
492.3,6.94,148391,23554.12698,1
1104.7,10.57,141053,22389.36508,1
588.3,5.96,136604,21683.1746,1
621.7,13.25,129215,20510.31746,1
1008.5,9,110075,17472.22222,1
421.3,15.08,92836,14735.87302,1
1008.5,8.97,86350,13706.34921,1
459.3,6,82618,13113.96825,1
547,19.79,81375,12916.66667,1
1306.1,10.6,71919,11415.71429,1
988.5,8.88,70899,11253.80952,1
1009.5,8.95,70657,11215.39683,1
1317.5,10.65,64982,10314.60317,1
